entry_id,agent_id,timestamp,type,amount,opening_cash,current_cash,provider_ref,provider_txn_id
DRW-TXN-502742,AGENT-002,2024-10-26T16:30:41Z,cash_out,-2000,110636,108636,nagad,NA-TXN-200839
DRW-TXN-502743,AGENT-002,2024-10-26T11:45:55Z,cash_out,-8000,108636,100636,bkash,BK-TXN-101463
DRW-TXN-502744,AGENT-003,2024-10-26T18:00:05Z,cash_in,20000,95812,115812,bkash,BK-TXN-101464
DRW-TXN-502745,AGENT-003,2024-10-26T12:15:01Z,cash_out,-500,115812,115312,bkash,BK-TXN-101465
DRW-TXN-502746,AGENT-003,2024-10-26T16:15:43Z,cash_out,-15000,115312,100312,bkash,BK-TXN-101466
DRW-TXN-502747,AGENT-004,2024-10-26T15:45:32Z,cash_out,-1500,144095,142595,bkash,BK-TXN-101467
DRW-TXN-502748,AGENT-004,2024-10-26T20:45:31Z,cash_out,-2000,142595,140595,nagad,NA-TXN-200840
DRW-TXN-502749,AGENT-005,2024-10-26T18:00:14Z,cash_in,2000,52691,54691,rocket,RO-TXN-300402
DRW-TXN-502750,AGENT-006,2024-10-26T14:30:58Z,cash_in,2000,226742,228742,nagad,NA-TXN-200841
DRW-TXN-502751,AGENT-006,2024-10-26T14:30:42Z,cash_out,-2000,228742,226742,bkash,BK-TXN-101468
DRW-TXN-502752,AGENT-007,2024-10-26T10:30:50Z,cash_out,-25000,79847,54847,bkash,BK-TXN-101469
DRW-TXN-502753,AGENT-007,2024-10-26T09:30:09Z,cash_out,-500,54847,54347,rocket,RO-TXN-300403
DRW-TXN-502754,AGENT-008,2024-10-26T13:45:00Z,cash_out,-1000,44330,43330,bkash,BK-TXN-101470
DRW-TXN-502755,AGENT-008,2024-10-26T08:45:08Z,cash_in,3000,43330,46330,rocket,RO-TXN-300404
DRW-TXN-502756,AGENT-001,2024-10-27T20:15:20Z,cash_out,-2000,177454,175454,bkash,BK-TXN-101471
DRW-TXN-502757,AGENT-001,2024-10-27T11:45:58Z,cash_in,8000,175454,183454,rocket,RO-TXN-300405
DRW-TXN-502758,AGENT-002,2024-10-27T13:00:29Z,cash_out,-500,100636,100136,bkash,BK-TXN-101472
DRW-TXN-502759,AGENT-002,2024-10-27T18:30:28Z,cash_out,-500,100136,99636,bkash,BK-TXN-101473
DRW-TXN-502760,AGENT-002,2024-10-27T13:15:35Z,cash_out,-1500,99636,98136,bkash,BK-TXN-101474
DRW-TXN-502761,AGENT-003,2024-10-27T19:15:29Z,cash_out,-25000,100312,75312,rocket,RO-TXN-300406
DRW-TXN-502762,AGENT-003,2024-10-27T11:00:38Z,cash_out,-5000,75312,70312,bkash,BK-TXN-101475
DRW-TXN-502763,AGENT-004,2024-10-27T17:15:20Z,cash_out,-10000,140595,130595,nagad,NA-TXN-200842
DRW-TXN-502764,AGENT-004,2024-10-27T16:00:04Z,cash_out,-8000,130595,122595,bkash,BK-TXN-101476
DRW-TXN-502765,AGENT-004,2024-10-27T21:15:20Z,cash_in,25000,122595,147595,bkash,BK-TXN-101477
DRW-TXN-502766,AGENT-005,2024-10-27T11:15:37Z,cash_in,10000,54691,64691,bkash,BK-TXN-101478
DRW-TXN-502767,AGENT-005,2024-10-27T13:45:49Z,cash_in,3000,64691,67691,bkash,BK-TXN-101479
DRW-TXN-502768,AGENT-006,2024-10-27T14:30:59Z,cash_out,-5000,226742,221742,bkash,BK-TXN-101480
DRW-TXN-502769,AGENT-006,2024-10-27T21:15:39Z,cash_in,15000,221742,236742,bkash,BK-TXN-101481
DRW-TXN-502770,AGENT-007,2024-10-27T10:45:10Z,cash_in,10000,54347,64347,bkash,BK-TXN-101482
DRW-TXN-502771,AGENT-007,2024-10-27T21:30:38Z,cash_out,-15000,64347,49347,bkash,BK-TXN-101483
DRW-TXN-502772,AGENT-008,2024-10-27T16:45:58Z,cash_in,10000,46330,56330,bkash,BK-TXN-101484
DRW-TXN-502773,AGENT-008,2024-10-27T15:45:50Z,cash_out,-500,56330,55830,nagad,NA-TXN-200843
DRW-TXN-502774,AGENT-001,2024-10-28T11:00:44Z,cash_out,-3000,183454,180454,nagad,NA-TXN-200844
DRW-TXN-502775,AGENT-001,2024-10-28T21:45:17Z,cash_out,-8000,180454,172454,bkash,BK-TXN-101485
DRW-TXN-502776,AGENT-001,2024-10-28T21:45:26Z,cash_out,-25000,172454,147454,bkash,BK-TXN-101486
DRW-TXN-502777,AGENT-001,2024-10-28T08:00:00Z,cash_out,-2000,147454,145454,rocket,RO-TXN-300407
DRW-TXN-502778,AGENT-002,2024-10-28T09:00:39Z,cash_in,15000,98136,113136,nagad,NA-TXN-200845
DRW-TXN-502779,AGENT-002,2024-10-28T11:30:55Z,cash_out,-1500,113136,111636,rocket,RO-TXN-300408
DRW-TXN-502780,AGENT-002,2024-10-28T11:15:13Z,cash_out,-3000,111636,108636,nagad,NA-TXN-200846
DRW-TXN-502781,AGENT-002,2024-10-28T10:15:15Z,cash_in,1500,108636,110136,bkash,BK-TXN-101487
DRW-TXN-502782,AGENT-003,2024-10-28T17:00:01Z,cash_out,-2000,70312,68312,bkash,BK-TXN-101488
DRW-TXN-502783,AGENT-003,2024-10-28T19:00:14Z,cash_out,-1500,68312,66812,bkash,BK-TXN-101489
DRW-TXN-502784,AGENT-004,2024-10-28T21:00:12Z,cash_out,-10000,147595,137595,nagad,NA-TXN-200847
DRW-TXN-502785,AGENT-004,2024-10-28T09:00:41Z,cash_in,2000,137595,139595,bkash,BK-TXN-101490
DRW-TXN-502786,AGENT-005,2024-10-28T09:30:57Z,cash_out,-5000,67691,62691,bkash,BK-TXN-101491
DRW-TXN-502787,AGENT-005,2024-10-28T10:30:12Z,cash_out,-20000,62691,42691,rocket,RO-TXN-300409
DRW-TXN-502788,AGENT-006,2024-10-28T20:45:57Z,cash_out,-20000,236742,216742,nagad,NA-TXN-200848
DRW-TXN-502789,AGENT-006,2024-10-28T18:15:21Z,cash_out,-25000,216742,191742,rocket,RO-TXN-300410
DRW-TXN-502790,AGENT-007,2024-10-28T13:30:43Z,cash_in,5000,49347,54347,nagad,NA-TXN-200849
DRW-TXN-502791,AGENT-008,2024-10-28T08:00:12Z,cash_out,-5000,55830,50830,bkash,BK-TXN-101492
DRW-TXN-502792,AGENT-001,2024-10-29T07:15:00Z,cash_out,-5000,145454,140454,nagad,NA-TXN-200850
DRW-TXN-502793,AGENT-001,2024-10-29T21:45:39Z,cash_in,1500,140454,141954,nagad,NA-TXN-200851
DRW-TXN-502794,AGENT-002,2024-10-29T11:45:16Z,cash_in,25000,110136,135136,rocket,RO-TXN-300411
DRW-TXN-502795,AGENT-002,2024-10-29T21:45:50Z,cash_out,-10000,135136,125136,rocket,RO-TXN-300412
DRW-TXN-502796,AGENT-002,2024-10-29T16:30:38Z,cash_in,500,125136,125636,bkash,BK-TXN-101493
DRW-TXN-502797,AGENT-003,2024-10-29T14:00:30Z,cash_out,-20000,66812,46812,nagad,NA-TXN-200852
DRW-TXN-502798,AGENT-003,2024-10-29T19:45:23Z,cash_in,25000,46812,71812,nagad,NA-TXN-200853
DRW-TXN-502799,AGENT-004,2024-10-29T21:30:00Z,cash_in,1000,139595,140595,bkash,BK-TXN-101494
DRW-TXN-502800,AGENT-004,2024-10-29T16:00:07Z,cash_in,500,140595,141095,nagad,NA-TXN-200854
DRW-TXN-502801,AGENT-004,2024-10-29T18:45:20Z,cash_out,-5000,141095,136095,bkash,BK-TXN-101495
DRW-TXN-502802,AGENT-005,2024-10-29T08:30:30Z,cash_out,-20000,42691,22691,bkash,BK-TXN-101496
DRW-TXN-502803,AGENT-006,2024-10-29T14:45:47Z,cash_out,-2000,191742,189742,bkash,BK-TXN-101497
DRW-TXN-502804,AGENT-006,2024-10-29T10:00:16Z,cash_out,-15000,189742,174742,nagad,NA-TXN-200855
DRW-TXN-502805,AGENT-007,2024-10-29T16:00:34Z,cash_out,-15000,54347,39347,bkash,BK-TXN-101498
DRW-TXN-502806,AGENT-008,2024-10-29T18:45:07Z,cash_out,-15000,50830,35830,nagad,NA-TXN-200856
DRW-TXN-502807,AGENT-008,2024-10-29T16:45:43Z,cash_out,-5000,35830,30830,rocket,RO-TXN-300413
DRW-TXN-502808,AGENT-001,2024-10-30T20:45:28Z,cash_in,15000,141954,156954,bkash,BK-TXN-101499
DRW-TXN-502809,AGENT-001,2024-10-30T11:00:50Z,cash_in,15000,156954,171954,nagad,NA-TXN-200857
DRW-TXN-502810,AGENT-002,2024-10-30T11:00:03Z,cash_out,-5000,125636,120636,bkash,BK-TXN-101500
DRW-TXN-502811,AGENT-002,2024-10-30T11:00:08Z,cash_in,1000,120636,121636,nagad,NA-TXN-200858
DRW-TXN-502812,AGENT-003,2024-10-30T09:45:42Z,cash_in,15000,71812,86812,rocket,RO-TXN-300414
DRW-TXN-502813,AGENT-003,2024-10-30T10:30:03Z,cash_in,5000,86812,91812,nagad,NA-TXN-200859
DRW-TXN-502814,AGENT-004,2024-10-30T09:45:03Z,cash_in,8000,136095,144095,rocket,RO-TXN-300415
DRW-TXN-502815,AGENT-004,2024-10-30T15:30:20Z,cash_out,-25000,144095,119095,bkash,BK-TXN-101501
DRW-TXN-502816,AGENT-004,2024-10-30T17:45:42Z,cash_out,-15000,119095,104095,bkash,BK-TXN-101502
DRW-REB-502817,AGENT-005,2024-10-30T08:15:00Z,rebalance,93784,22691,116475,bank,
DRW-TXN-502818,AGENT-005,2024-10-30T15:45:23Z,cash_in,8000,116475,124475,bkash,BK-TXN-101503
DRW-TXN-502819,AGENT-005,2024-10-30T23:15:37Z,cash_in,5000,124475,129475,nagad,NA-TXN-200860
DRW-TXN-502820,AGENT-006,2024-10-30T09:30:15Z,cash_out,-8000,174742,166742,rocket,RO-TXN-300416
DRW-TXN-502821,AGENT-006,2024-10-30T19:45:12Z,cash_in,1500,166742,168242,nagad,NA-TXN-200861
DRW-TXN-502822,AGENT-007,2024-10-30T19:15:44Z,cash_out,-20000,39347,19347,bkash,BK-TXN-101504
DRW-TXN-502823,AGENT-007,2024-10-30T09:45:04Z,cash_in,8000,19347,27347,bkash,BK-TXN-101505
DRW-TXN-502824,AGENT-008,2024-10-30T19:45:46Z,cash_out,-1000,30830,29830,nagad,NA-TXN-200862
DRW-TXN-502825,AGENT-001,2024-10-31T20:30:31Z,cash_out,-1000,171954,170954,bkash,BK-TXN-101506
DRW-TXN-502826,AGENT-001,2024-10-31T08:00:43Z,cash_out,-15000,170954,155954,bkash,BK-TXN-101507
DRW-TXN-502827,AGENT-001,2024-10-31T03:00:59Z,cash_in,10000,155954,165954,bkash,BK-TXN-101508
DRW-TXN-502828,AGENT-002,2024-10-31T18:15:30Z,cash_out,-1000,121636,120636,bkash,BK-TXN-101509
DRW-TXN-502829,AGENT-002,2024-10-31T18:30:20Z,cash_in,1500,120636,122136,bkash,BK-TXN-101510
DRW-TXN-502830,AGENT-002,2024-10-31T21:15:17Z,cash_in,20000,122136,142136,bkash,BK-TXN-101511
DRW-TXN-502831,AGENT-002,2024-10-31T18:30:48Z,cash_in,10000,142136,152136,bkash,BK-TXN-101512
DRW-TXN-502832,AGENT-003,2024-10-31T01:45:31Z,cash_out,-1500,91812,90312,bkash,BK-TXN-101513
DRW-TXN-502833,AGENT-003,2024-10-31T17:00:36Z,cash_in,15000,90312,105312,bkash,BK-TXN-101514
DRW-TXN-502834,AGENT-003,2024-10-31T13:45:35Z,cash_in,1500,105312,106812,bkash,BK-TXN-101515
DRW-TXN-502835,AGENT-003,2024-10-31T19:45:44Z,cash_in,500,106812,107312,bkash,BK-TXN-101516
DRW-TXN-502836,AGENT-004,2024-10-31T09:00:33Z,cash_out,-15000,104095,89095,nagad,NA-TXN-200863
DRW-TXN-502837,AGENT-004,2024-10-31T10:00:57Z,cash_in,500,89095,89595,bkash,BK-TXN-101517
DRW-TXN-502838,AGENT-004,2024-10-31T08:45:51Z,cash_out,-15000,89595,74595,bkash,BK-TXN-101518
DRW-TXN-502839,AGENT-005,2024-10-31T13:15:26Z,cash_out,-10000,129475,119475,rocket,RO-TXN-300417
DRW-TXN-502840,AGENT-005,2024-10-31T16:30:06Z,cash_out,-1000,119475,118475,bkash,BK-TXN-101519
DRW-TXN-502841,AGENT-006,2024-10-31T09:15:15Z,cash_out,-2000,168242,166242,rocket,RO-TXN-300418
DRW-TXN-502842,AGENT-006,2024-10-31T21:45:25Z,cash_out,-25000,166242,141242,nagad,NA-TXN-200864
DRW-TXN-502843,AGENT-006,2024-10-31T13:15:13Z,cash_in,1500,141242,142742,bkash,BK-TXN-101520
DRW-REB-502844,AGENT-007,2024-10-31T08:15:00Z,rebalance,119405,27347,146752,bank,
DRW-TXN-502845,AGENT-007,2024-10-31T18:30:42Z,cash_out,-20000,146752,126752,rocket,RO-TXN-300419
DRW-TXN-502846,AGENT-007,2024-10-31T11:45:19Z,cash_out,-2000,126752,124752,bkash,BK-TXN-101521
DRW-TXN-502847,AGENT-007,2024-10-31T23:15:52Z,cash_out,-1000,124752,123752,bkash,BK-TXN-101522
DRW-REB-502848,AGENT-008,2024-10-31T08:15:00Z,rebalance,130394,29830,160224,bank,
DRW-TXN-502849,AGENT-008,2024-10-31T20:30:04Z,cash_in,10000,160224,170224,nagad,NA-TXN-200865
DRW-TXN-502850,AGENT-008,2024-10-31T19:15:06Z,cash_out,-500,170224,169724,bkash,BK-TXN-101523
DRW-TXN-502851,AGENT-001,2024-11-01T16:15:14Z,cash_out,-5000,165954,160954,nagad,NA-TXN-200866
DRW-TXN-502852,AGENT-001,2024-11-01T09:15:43Z,cash_in,25000,160954,185954,nagad,NA-TXN-200867
DRW-TXN-502853,AGENT-001,2024-11-01T17:45:44Z,cash_out,-8000,185954,177954,nagad,NA-TXN-200868
DRW-TXN-502854,AGENT-001,2024-11-01T14:15:49Z,cash_in,20000,177954,197954,bkash,BK-TXN-101524
DRW-TXN-502855,AGENT-001,2024-11-01T21:00:00Z,cash_out,-3000,197954,194954,nagad,NA-TXN-200869
DRW-TXN-502856,AGENT-002,2024-11-01T10:45:04Z,cash_out,-1500,152136,150636,bkash,BK-TXN-101525
DRW-TXN-502857,AGENT-002,2024-11-01T18:00:36Z,cash_out,-500,150636,150136,bkash,BK-TXN-101526
DRW-TXN-502858,AGENT-002,2024-11-01T11:15:58Z,cash_in,5000,150136,155136,bkash,BK-TXN-101527
DRW-TXN-502859,AGENT-002,2024-11-01T08:30:14Z,cash_out,-20000,155136,135136,bkash,BK-TXN-101528
DRW-TXN-502860,AGENT-002,2024-11-01T21:00:41Z,cash_in,500,135136,135636,bkash,BK-TXN-101529
DRW-TXN-502861,AGENT-003,2024-11-01T09:00:34Z,cash_out,-25000,107312,82312,nagad,NA-TXN-200870
DRW-TXN-502862,AGENT-003,2024-11-01T10:00:44Z,cash_out,-8000,82312,74312,nagad,NA-TXN-200871
DRW-TXN-502863,AGENT-003,2024-11-01T10:30:01Z,cash_out,-15000,74312,59312,nagad,NA-TXN-200872
DRW-TXN-502864,AGENT-003,2024-11-01T16:45:55Z,cash_in,5000,59312,64312,bkash,BK-TXN-101530
DRW-TXN-502865,AGENT-003,2024-11-01T10:15:50Z,cash_in,20000,64312,84312,bkash,BK-TXN-101531
DRW-TXN-502866,AGENT-003,2024-11-01T09:15:35Z,cash_out,-25000,84312,59312,nagad,NA-TXN-200873
DRW-TXN-502867,AGENT-003,2024-11-01T19:45:42Z,cash_in,8000,59312,67312,bkash,BK-TXN-101532
DRW-TXN-502868,AGENT-003,2024-11-01T17:15:22Z,cash_out,-3000,67312,64312,nagad,NA-TXN-200874
DRW-TXN-502869,AGENT-003,2024-11-01T15:00:21Z,cash_in,25000,64312,89312,bkash,BK-TXN-101533
DRW-TXN-502870,AGENT-004,2024-11-01T21:00:06Z,cash_out,-3000,74595,71595,bkash,BK-TXN-101534
DRW-TXN-502871,AGENT-004,2024-11-01T10:15:38Z,cash_out,-2000,71595,69595,nagad,NA-TXN-200875
DRW-TXN-502872,AGENT-004,2024-11-01T21:15:39Z,cash_in,15000,69595,84595,bkash,BK-TXN-101535
DRW-TXN-502873,AGENT-004,2024-11-01T17:00:10Z,cash_out,-3000,84595,81595,nagad,NA-TXN-200876
DRW-TXN-502874,AGENT-004,2024-11-01T10:15:31Z,cash_out,-5000,81595,76595,nagad,NA-TXN-200877
DRW-TXN-502875,AGENT-004,2024-11-01T12:30:38Z,cash_out,-10000,76595,66595,nagad,NA-TXN-200878
DRW-TXN-502876,AGENT-004,2024-11-01T11:00:14Z,cash_in,1500,66595,68095,bkash,BK-TXN-101536
DRW-TXN-502877,AGENT-005,2024-11-01T09:15:40Z,cash_out,-25000,118475,93475,rocket,RO-TXN-300420
DRW-TXN-502878,AGENT-005,2024-11-01T12:45:04Z,cash_out,-10000,93475,83475,nagad,NA-TXN-200879
DRW-TXN-502879,AGENT-005,2024-11-01T16:30:17Z,cash_out,-10000,83475,73475,nagad,NA-TXN-200880
DRW-TXN-502880,AGENT-006,2024-11-01T14:15:54Z,cash_in,8000,142742,150742,nagad,NA-TXN-200881
DRW-TXN-502881,AGENT-006,2024-11-01T04:00:23Z,cash_out,-15000,150742,135742,nagad,NA-TXN-200882
DRW-TXN-502882,AGENT-006,2024-11-01T13:00:37Z,cash_out,-1500,135742,134242,bkash,BK-TXN-101537
DRW-TXN-502883,AGENT-006,2024-11-01T15:45:14Z,cash_out,-15000,134242,119242,bkash,BK-TXN-101538
DRW-TXN-502884,AGENT-006,2024-11-01T21:30:46Z,cash_out,-3000,119242,116242,bkash,BK-TXN-101539
DRW-TXN-502885,AGENT-006,2024-11-01T15:30:26Z,cash_in,3000,116242,119242,bkash,BK-TXN-101540
DRW-TXN-502886,AGENT-007,2024-11-01T09:15:58Z,cash_in,1000,123752,124752,nagad,NA-TXN-200883
DRW-TXN-502887,AGENT-007,2024-11-01T15:30:40Z,cash_out,-8000,124752,116752,bkash,BK-TXN-101541
DRW-TXN-502888,AGENT-007,2024-11-01T10:30:42Z,cash_in,20000,116752,136752,rocket,RO-TXN-300421
DRW-TXN-502889,AGENT-007,2024-11-01T11:30:48Z,cash_out,-20000,136752,116752,nagad,NA-TXN-200884
DRW-TXN-502890,AGENT-007,2024-11-01T12:00:40Z,cash_out,-500,116752,116252,nagad,NA-TXN-200885
DRW-TXN-502891,AGENT-008,2024-11-01T17:00:25Z,cash_out,-5000,169724,164724,bkash,BK-TXN-101542
DRW-TXN-502892,AGENT-008,2024-11-01T14:45:47Z,cash_out,-2000,164724,162724,bkash,BK-TXN-101543
DRW-TXN-502893,AGENT-008,2024-11-01T11:15:14Z,cash_in,8000,162724,170724,bkash,BK-TXN-101544
DRW-TXN-502894,AGENT-008,2024-11-01T11:45:30Z,cash_in,2000,170724,172724,bkash,BK-TXN-101545
DRW-TXN-502895,AGENT-008,2024-11-01T15:00:58Z,cash_out,-25000,172724,147724,rocket,RO-TXN-300422
DRW-TXN-502896,AGENT-008,2024-11-01T18:15:17Z,cash_in,25000,147724,172724,bkash,BK-TXN-101546
DRW-TXN-502897,AGENT-001,2024-11-02T05:30:03Z,cash_in,5000,194954,199954,rocket,RO-TXN-300423
DRW-TXN-502898,AGENT-001,2024-11-02T16:00:13Z,cash_in,500,199954,200454,nagad,NA-TXN-200886
DRW-TXN-502899,AGENT-001,2024-11-02T08:00:32Z,cash_out,-20000,200454,180454,nagad,NA-TXN-200887
DRW-TXN-502900,AGENT-001,2024-11-02T16:15:28Z,cash_out,-15000,180454,165454,bkash,BK-TXN-101547
DRW-TXN-502901,AGENT-002,2024-11-02T12:45:22Z,cash_in,3000,135636,138636,bkash,BK-TXN-101548
DRW-TXN-502902,AGENT-002,2024-11-02T18:00:27Z,cash_out,-3000,138636,135636,nagad,NA-TXN-200888
DRW-TXN-502903,AGENT-002,2024-11-02T13:00:46Z,cash_in,500,135636,136136,bkash,BK-TXN-101549
DRW-TXN-502904,AGENT-002,2024-11-02T20:00:31Z,cash_in,3000,136136,139136,bkash,BK-TXN-101550
DRW-TXN-502905,AGENT-003,2024-11-02T13:00:50Z,cash_out,-25000,89312,64312,bkash,BK-TXN-101551
DRW-TXN-502906,AGENT-003,2024-11-02T08:15:42Z,cash_out,-5000,64312,59312,bkash,BK-TXN-101552
DRW-TXN-502907,AGENT-003,2024-11-02T15:45:14Z,cash_out,-8000,59312,51312,rocket,RO-TXN-300424
DRW-TXN-502908,AGENT-003,2024-11-02T22:30:24Z,cash_out,-5000,51312,46312,nagad,NA-TXN-200889
DRW-TXN-502909,AGENT-003,2024-11-02T20:00:13Z,cash_out,-8000,46312,38312,bkash,BK-TXN-101553
DRW-TXN-502910,AGENT-003,2024-11-02T17:30:13Z,cash_out,-15000,38312,23312,nagad,NA-TXN-200890
DRW-TXN-502911,AGENT-003,2024-11-02T15:15:25Z,cash_out,-25000,23312,-1688,bkash,BK-TXN-101554
DRW-TXN-502912,AGENT-004,2024-11-02T10:45:57Z,cash_out,-3000,68095,65095,bkash,BK-TXN-101555
DRW-TXN-502913,AGENT-004,2024-11-02T14:30:27Z,cash_in,15000,65095,80095,bkash,BK-TXN-101556
DRW-TXN-502914,AGENT-004,2024-11-02T14:30:17Z,cash_in,5000,80095,85095,bkash,BK-TXN-101557
DRW-TXN-502915,AGENT-004,2024-11-02T09:30:20Z,cash_in,15000,85095,100095,bkash,BK-TXN-101558
DRW-TXN-502916,AGENT-004,2024-11-02T05:00:05Z,cash_out,-8000,100095,92095,bkash,BK-TXN-101559
DRW-TXN-502917,AGENT-005,2024-11-02T12:00:42Z,cash_in,500,73475,73975,nagad,NA-TXN-200891
DRW-TXN-502918,AGENT-005,2024-11-02T10:45:04Z,cash_in,5000,73975,78975,bkash,BK-TXN-101560
DRW-TXN-502919,AGENT-005,2024-11-02T12:00:01Z,cash_out,-1500,78975,77475,nagad,NA-TXN-200892
DRW-TXN-502920,AGENT-005,2024-11-02T16:30:20Z,cash_in,1500,77475,78975,rocket,RO-TXN-300425
DRW-TXN-502921,AGENT-006,2024-11-02T16:30:56Z,cash_in,500,119242,119742,nagad,NA-TXN-200893
DRW-TXN-502922,AGENT-006,2024-11-02T13:45:19Z,cash_in,5000,119742,124742,bkash,BK-TXN-101561
DRW-TXN-502923,AGENT-006,2024-11-02T13:30:08Z,cash_out,-3000,124742,121742,bkash,BK-TXN-101562
DRW-TXN-502924,AGENT-006,2024-11-02T18:15:39Z,cash_in,1500,121742,123242,nagad,NA-TXN-200894
DRW-TXN-502925,AGENT-007,2024-11-02T11:45:50Z,cash_in,1000,116252,117252,nagad,NA-TXN-200895
DRW-TXN-502926,AGENT-007,2024-11-02T13:45:22Z,cash_in,25000,117252,142252,bkash,BK-TXN-101563
DRW-TXN-502927,AGENT-007,2024-11-02T08:30:38Z,cash_in,20000,142252,162252,nagad,NA-TXN-200896
DRW-TXN-502928,AGENT-007,2024-11-02T15:45:33Z,cash_out,-1000,162252,161252,bkash,BK-TXN-101564
DRW-TXN-502929,AGENT-007,2024-11-02T17:00:08Z,cash_in,500,161252,161752,bkash,BK-TXN-101565
DRW-TXN-502930,AGENT-008,2024-11-02T15:45:34Z,cash_in,8000,172724,180724,nagad,NA-TXN-200897
DRW-TXN-502931,AGENT-008,2024-11-02T08:30:45Z,cash_out,-20000,180724,160724,nagad,NA-TXN-200898
DRW-TXN-502932,AGENT-008,2024-11-02T08:00:32Z,cash_out,-1000,160724,159724,bkash,BK-TXN-101566
DRW-TXN-502933,AGENT-008,2024-11-02T11:30:39Z,cash_in,2000,159724,161724,nagad,NA-TXN-200899
DRW-TXN-502934,AGENT-008,2024-11-02T18:45:51Z,cash_out,-3000,161724,158724,bkash,BK-TXN-101567
DRW-TXN-502935,AGENT-001,2024-11-03T10:00:07Z,cash_in,3000,165454,168454,bkash,BK-TXN-101568
DRW-TXN-502936,AGENT-001,2024-11-03T12:15:33Z,cash_out,-8000,168454,160454,nagad,NA-TXN-200900
DRW-TXN-502937,AGENT-001,2024-11-03T19:45:07Z,cash_out,-5000,160454,155454,nagad,NA-TXN-200901
DRW-TXN-502938,AGENT-001,2024-11-03T20:45:38Z,cash_in,5000,155454,160454,nagad,NA-TXN-200902
DRW-TXN-502939,AGENT-001,2024-11-03T09:30:25Z,cash_out,-20000,160454,140454,bkash,BK-TXN-101569
DRW-TXN-502940,AGENT-001,2024-11-03T16:15:46Z,cash_out,-20000,140454,120454,bkash,BK-TXN-101570
DRW-TXN-502941,AGENT-002,2024-11-03T12:00:59Z,cash_in,8000,139136,147136,nagad,NA-TXN-200903
DRW-TXN-502942,AGENT-002,2024-11-03T08:30:07Z,cash_out,-8000,147136,139136,bkash,BK-TXN-101571
DRW-TXN-502943,AGENT-002,2024-11-03T09:30:10Z,cash_out,-1500,139136,137636,bkash,BK-TXN-101572
DRW-TXN-502944,AGENT-002,2024-11-03T09:45:15Z,cash_out,-500,137636,137136,bkash,BK-TXN-101573
DRW-TXN-502945,AGENT-002,2024-11-03T18:30:42Z,cash_out,-2000,137136,135136,bkash,BK-TXN-101574
DRW-TXN-502946,AGENT-002,2024-11-03T10:30:03Z,cash_out,-25000,135136,110136,bkash,BK-TXN-101575
DRW-REB-502947,AGENT-003,2024-11-03T08:15:00Z,rebalance,115758,-1688,114070,bank,
DRW-TXN-502948,AGENT-003,2024-11-03T15:15:03Z,cash_out,-20000,114070,94070,bkash,BK-TXN-101576
DRW-TXN-502949,AGENT-003,2024-11-03T15:15:59Z,cash_in,8000,94070,102070,nagad,NA-TXN-200904
DRW-TXN-502950,AGENT-003,2024-11-03T08:15:56Z,cash_in,25000,102070,127070,nagad,NA-TXN-200905
DRW-TXN-502951,AGENT-004,2024-11-03T16:15:30Z,cash_out,-500,92095,91595,bkash,BK-TXN-101577
DRW-TXN-502952,AGENT-004,2024-11-03T09:00:40Z,cash_out,-10000,91595,81595,bkash,BK-TXN-101578
DRW-TXN-502953,AGENT-004,2024-11-03T17:45:13Z,cash_in,5000,81595,86595,bkash,BK-TXN-101579
DRW-TXN-502954,AGENT-005,2024-11-03T20:45:10Z,cash_in,15000,78975,93975,nagad,NA-TXN-200906
DRW-TXN-502955,AGENT-005,2024-11-03T12:30:56Z,cash_out,-15000,93975,78975,bkash,BK-TXN-101580
DRW-TXN-502956,AGENT-006,2024-11-03T08:00:44Z,cash_out,-500,123242,122742,bkash,BK-TXN-101581
DRW-TXN-502957,AGENT-006,2024-11-03T09:00:51Z,cash_out,-10000,122742,112742,rocket,RO-TXN-300426
DRW-TXN-502958,AGENT-006,2024-11-03T12:00:11Z,cash_in,500,112742,113242,nagad,NA-TXN-200907
DRW-TXN-502959,AGENT-007,2024-11-03T19:30:38Z,cash_in,500,161752,162252,bkash,BK-TXN-101582
DRW-TXN-502960,AGENT-007,2024-11-03T14:45:21Z,cash_in,8000,162252,170252,nagad,NA-TXN-200908
DRW-TXN-502961,AGENT-007,2024-11-03T10:15:58Z,cash_out,-25000,170252,145252,bkash,BK-TXN-101583
DRW-TXN-502962,AGENT-008,2024-11-03T15:00:21Z,cash_out,-8000,158724,150724,rocket,RO-TXN-300427
DRW-TXN-502963,AGENT-008,2024-11-03T14:30:10Z,cash_out,-5000,150724,145724,bkash,BK-TXN-101584
DRW-TXN-502964,AGENT-008,2024-11-03T13:45:36Z,cash_in,2000,145724,147724,bkash,BK-TXN-101585
DRW-TXN-502965,AGENT-003,2024-11-03T18:11:00Z,cash_out,-25000,127070,102070,nagad,NA-TXN-200909
DRW-TXN-502966,AGENT-003,2024-11-03T18:12:00Z,cash_out,-25000,102070,77070,nagad,NA-TXN-200910
DRW-TXN-502967,AGENT-003,2024-11-03T18:13:00Z,cash_out,-25000,77070,52070,nagad,NA-TXN-200911
DRW-TXN-502968,AGENT-003,2024-11-03T18:14:00Z,cash_out,-25000,52070,27070,nagad,NA-TXN-200912
